Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,Volume,PE Ratio,Ent. Value,MC Group,Sector,Change 1W,Change 1M,Change 6M,Change 3M,Change YTD,Change 1Y,Change 5Y
ZENV,Zenvia Inc.,67365840,2.37,-1.25%,Software - Application,16638,,70314130,Micro-Cap,Technology,-7.69%,48.15%,25.00%,62.16%,3.00%,114.29%,
LPSN,"LivePerson, Inc.",129914356,1.32,-7.41%,Software - Application,1490663,,458255356,Micro-Cap,Technology,5.93%,68.85%,44.44%,24.35%,-5.92%,-50.17%,-96.64%
RSSS,"Research Solutions, Inc.",128655968,3.95,0.77%,Software - Application,54551,,121731195,Micro-Cap,Technology,-1.75%,-0.25%,49.05%,45.19%,-5.54%,52.53%,15.29%
VERI,"Veritone, Inc.",141811146,3.12,-1.88%,Software - Infrastructure,463878,,271547146,Micro-Cap,Technology,11.19%,38.26%,17.34%,-22.82%,-3.05%,88.17%,28.74%
QH,Quhuo Limited,133660447,1.33,,Software - Application,3600,,135424927,Micro-Cap,Technology,3.84%,-9.14%,197.50%,-9.74%,-5.41%,18.03%,
YXT,YXT.COM Group Holding Limited,313893434,1.96,,Software - Application,1381,,291542099,Micro-Cap,Technology,-1.39%,-13.85%,,-11.95%,-15.68%,,
OCFT,"OneConnect Financial Technology Co., Ltd.",110587189,2.79,0.54%,Software - Application,2088,,-212817789,Micro-Cap,Technology,1.28%,-3.48%,64.88%,17.87%,13.99%,0.91%,-98.02%
UPLD,"Upland Software, Inc.",107843130,3.97,1.02%,Software - Application,62278,,347515130,Micro-Cap,Technology,-2.48%,-9.24%,67.59%,70.13%,-9.45%,-3.20%,-90.39%
DHX,"DHI Group, Inc.",112614259,2.29,-1.72%,Software - Application,16669,58.25,153568259,Micro-Cap,Technology,,24.60%,4.02%,25.95%,31.64%,1.30%,-21.81%
ZENA,"ZenaTech, Inc.",105234555,5.99,-1.48%,Software - Infrastructure,206976,,111774574,Micro-Cap,Technology,-3.49%,-21.24%,,200.99%,-20.94%,,
SNCR,"Synchronoss Technologies, Inc.",101997813,9.68,2.92%,Software - Infrastructure,7225,,281587813,Micro-Cap,Technology,4.21%,0.53%,-0.63%,-15.15%,-1.98%,66.25%,-81.97%
PHUN,"Phunware, Inc.",91373271,4.37,-3.53%,Software - Application,648206,,56856271,Micro-Cap,Technology,-19.96%,16.45%,-9.58%,-46.14%,-12.88%,-64.25%,-92.05%
INUV,"Inuvo, Inc.",75870000,0.55,1.63%,Software - Application,4536,,74364129,Micro-Cap,Technology,14.89%,27.63%,57.43%,125.47%,-16.46%,35.37%,62.02%
VTSI,"VirTra, Inc.",74484268,6.82,3.05%,Software - Application,26228,12.49,63176840,Micro-Cap,Technology,-3.07%,3.12%,-20.72%,5.75%,-1.93%,-47.79%,55.77%
ALAR,Alarum Technologies Ltd.,69023418,9.94,-0.65%,Software - Infrastructure,106575,7.11,46639418,Micro-Cap,Technology,-3.54%,-10.88%,-63.88%,-45.96%,-6.18%,2.94%,-67.68%
USIO,"Usio, Inc.",69996174,2.56,-0.97%,Software - Infrastructure,49358,28.67,63660746,Micro-Cap,Technology,14.92%,92.54%,62.26%,79.17%,76.71%,54.49%,44.94%
ALTS,ALT5 Sigma Corporation,68096380,4.69,-3.10%,Software - Application,183249,,70709380,Micro-Cap,Technology,-20.53%,26.04%,140.80%,95.95%,4.09%,868.00%,38.68%
AUID,authID Inc.,64651728,6.02,1.69%,Software - Infrastructure,53510,,53170105,Micro-Cap,Technology,6.67%,-15.79%,-38.33%,-15.19%,-1.66%,-29.61%,-51.48%
BMR,Beamr Imaging Ltd.,62355884,3.95,-1.75%,Software - Application,68620,,45147884,Micro-Cap,Technology,0.50%,0.50%,-22.84%,24.07%,-18.29%,177.24%,
BMTX,"BM Technologies, Inc.",60200730,4.99,0.20%,Software - Application,340252,,48976730,Micro-Cap,Technology,1.43%,3.75%,62.75%,52.76%,1.84%,155.39%,-51.65%
WFCF,"Where Food Comes From, Inc.",65968000,11.33,-11.07%,Software - Application,2801,34.72,65842000,Micro-Cap,Technology,-3.70%,2.33%,12.74%,13.45%,-3.78%,-7.01%,76.94%
NUKK,Nukkleus Inc.,85343186,26.92,1.66%,Software - Application,282460,,87278212,Micro-Cap,Technology,56.41%,-33.82%,934.38%,1160.35%,-27.79%,259.98%,
DUOT,"Duos Technologies Group, Inc.",57192284,6.55,-3.68%,Software - Application,91780,,62918443,Micro-Cap,Technology,29.52%,19.30%,143.73%,71.29%,13.71%,100.00%,-2.86%
IDN,"Intellicheck, Inc.",54939194,2.78,,Software - Application,1870,,49192194,Micro-Cap,Technology,2.58%,0.36%,-12.03%,21.93%,-0.71%,51.09%,-72.06%
INLX,"Intellinetics, Inc.",55212071,12.84,-1.57%,Software - Application,3586,,56507955,Micro-Cap,Technology,-1.29%,-10.00%,77.55%,0.15%,-5.09%,118.23%,16212.50%
SYT,"SYLA Technologies Co., Ltd.",48794224,1.88,2.17%,Software - Application,2225,25.22,251765815,Nano-Cap,Technology,15.00%,0.55%,-2.65%,11.52%,-8.00%,-59.65%,
MSAI,"MultiSensor AI Holdings, Inc.",52013771,1.63,0.62%,Software - Infrastructure,135635,0.30,43553771,Nano-Cap,Technology,5.20%,-18.18%,4.52%,-22.49%,-11.96%,-36.47%,
AIXI,Xiao-I Corporation,14289175,5.06,-2.50%,Software - Application,33344,,48651425,Micro-Cap,Technology,-2.81%,6.14%,-23.11%,6.57%,-10.05%,-64.18%,
SWVL,Swvl Holdings Corp.,44167211,4.98,-0.31%,Software - Application,8821,,44307813,Nano-Cap,Technology,-5.29%,-24.88%,-31.10%,33.42%,-24.33%,38.00%,
LGCL,Lucas GC Limited,43950767,0.58,4.98%,Software - Application,7467,4.01,44934041,Nano-Cap,Technology,7.26%,14.25%,-78.08%,-52.38%,-8.06%,,
RTC,Baijiayun Group Ltd,34206660,1.70,3.27%,Software - Application,96478,,34110349,Nano-Cap,Technology,-20.91%,-46.45%,-72.47%,-77.07%,-51.80%,-88.92%,
NVNI,Nvni Group Limited,49089675,1.49,1.36%,Software - Application,55601,,54397539,Nano-Cap,Technology,-13.02%,-82.87%,9.70%,110.00%,-40.00%,-45.35%,
MNDO,MIND C.T.I. Ltd,42589928,2.11,0.48%,Software - Application,15250,9.17,27517928,Nano-Cap,Technology,3.43%,7.38%,12.23%,7.65%,6.83%,2.43%,-15.26%
VRAR,"The Glimpse Group, Inc.",38603301,1.88,-1.31%,Software - Infrastructure,164840,,37559392,Nano-Cap,Technology,-8.41%,-45.42%,88.61%,174.10%,-22.87%,51.19%,
HKIT,Hitek Global Inc.,29339286,1.34,-3.60%,Software - Application,57409,34.75,-1346341,Nano-Cap,Technology,-4.20%,4.98%,-12.18%,-2.14%,-4.20%,,
FAAS,DigiAsia Corp.,7272588,0.67,1.46%,Software - Infrastructure,94743,,7340673,Nano-Cap,Technology,-6.77%,60.65%,-78.54%,-54.35%,-9.31%,,
WCT,Wellchange Holdings Company Limited,38702300,1.81,-0.55%,Software - Application,1079435,41.28,39211234,Nano-Cap,Technology,6.29%,78.85%,,-76.60%,93.73%,,
MTC,"MMTec, Inc.",38032219,1.52,0.64%,Software - Application,51836,2.40,66200892,Nano-Cap,Technology,3.42%,15.27%,-45.13%,-51.26%,-3.82%,-92.30%,-99.19%
JG,Aurora Mobile Limited,38397593,6.32,6.85%,Software - Infrastructure,3625,,27887967,Nano-Cap,Technology,-0.79%,7.20%,134.20%,1.21%,-10.88%,85.84%,-87.40%
KPLT,"Katapult Holdings, Inc.",38900007,8.57,-3.33%,Software - Infrastructure,20401,,105166007,Nano-Cap,Technology,26.93%,49.66%,-53.10%,-1.66%,30.97%,-16.34%,-96.42%
ISDR,Issuer Direct Corporation,35349296,9.60,4.12%,Software - Application,3130,,48611296,Nano-Cap,Technology,4.06%,0.88%,1.43%,-14.63%,3.13%,-39.46%,-24.36%
AWRE,"Aware, Inc.",35622552,1.71,1.80%,Software - Application,2485,,12540552,Nano-Cap,Technology,1.82%,10.16%,-14.29%,-15.58%,-13.85%,10.53%,-51.16%
NXPL,NextPlat Corp,30636340,1.31,11.02%,Software - Application,226562,,12461340,Nano-Cap,Technology,12.84%,2.50%,-0.81%,10.31%,13.89%,-25.45%,-58.31%
VHC,VirnetX Holding Corporation,33748536,9.00,1.24%,Software - Infrastructure,2955,,-10005464,Nano-Cap,Technology,6.72%,123.93%,63.72%,45.50%,13.25%,41.79%,-88.27%
HTCR,"HeartCore Enterprises, Inc.",35378119,1.60,-5.27%,Software - Application,67095,7.04,31223382,Nano-Cap,Technology,3.05%,28.03%,115.56%,30.00%,-6.89%,252.08%,
MASK,3 E Network Technology Group Limited,31696000,2.95,7.27%,Software - Application,85752,20.47,31644191,Nano-Cap,Technology,13.20%,,,,,,
XBP,"XBP Europe Holdings, Inc.",31071083,1.07,3.88%,Software - Infrastructure,7040,,63238083,Nano-Cap,Technology,-10.08%,0.94%,-21.32%,-20.15%,-1.83%,-61.79%,
NTWK,"NetSol Technologies, Inc.",30752464,2.75,2.61%,Software - Application,4959,40.61,13948255,Nano-Cap,Technology,3.15%,3.15%,-7.61%,-11.34%,4.73%,27.03%,-28.73%
LDTC,LeddarTech Holdings Inc.,39096478,1.03,-0.96%,Software - Application,162282,,98995598,Nano-Cap,Technology,-16.80%,33.42%,38.65%,281.65%,-30.67%,-77.66%,
SURG,"SurgePays, Inc.",31855170,1.56,-1.27%,Software - Application,20623,,12622267,Nano-Cap,Technology,-5.95%,-10.73%,-48.53%,-15.96%,-11.24%,-74.72%,-90.12%
MOGO,Mogo Inc.,31201800,1.29,,Software - Infrastructure,14133,,82961295,Nano-Cap,Technology,5.37%,-5.56%,-18.27%,20.85%,-6.25%,-20.81%,-84.26%
CXAI,CXApp Inc.,35418280,1.83,-3.68%,Software - Application,614749,0.83,37480280,Nano-Cap,Technology,4.40%,19.50%,-12.44%,17.28%,4.40%,66.67%,
AIFF,"Firefly Neuroscience, Inc.",27729725,3.23,-7.39%,Software - Application,152512,,26499725,Nano-Cap,Technology,-5.68%,49.79%,-40.34%,-18.08%,31.70%,-26.60%,-44.60%
CREX,"Creative Realities, Inc.",26221217,2.53,-0.98%,Software - Application,12796,17.23,37256217,Nano-Cap,Technology,-0.39%,-13.56%,-46.99%,-46.32%,4.08%,2.00%,-46.54%
CNTM,"ConnectM Technology Solutions, Inc.",34330080,1.20,1.69%,Software - Application,6356,,34350618,Nano-Cap,Technology,13.46%,13.46%,-34.08%,12.38%,-2.48%,-89.21%,
EZFL,EZFill Holdings Inc.,22411144,3.81,5.54%,Software - Application,1671,,22629873,Nano-Cap,Technology,-0.28%,5.56%,-23.60%,25.78%,16.45%,-3.73%,
SMSI,"Smith Micro Software, Inc.",22702976,1.26,-1.56%,Software - Application,87920,,24127976,Nano-Cap,Technology,12.28%,32.04%,-44.35%,41.55%,-2.29%,-79.29%,-96.68%
HUBC,HUB Cyber Security Ltd.,22844802,0.70,-6.53%,Software - Infrastructure,699520,,51425802,Nano-Cap,Technology,5.50%,61.17%,-4.44%,41.37%,0.39%,-59.25%,
STEC,Santech Holdings Limited,21562800,0.73,-9.38%,Software - Application,15816,1.20,-11079460,Nano-Cap,Technology,-1.40%,8.59%,125.37%,-41.66%,-37.39%,-35.29%,
NXTT,Next Technology Holding Inc.,19883466,2.92,4.66%,Software - Application,109214,0.12,-33822065,Nano-Cap,Technology,17.88%,53.86%,-49.60%,149.86%,19.81%,-18.34%,
BNAI,"Brand Engagement Network, Inc.",19015211,0.51,-12.77%,Software - Infrastructure,499739,,21734307,Nano-Cap,Technology,-8.25%,-15.28%,-79.82%,-40.08%,-39.71%,,
BLIN,"Bridgeline Digital, Inc.",17605744,1.78,5.25%,Software - Infrastructure,61512,,16904744,Nano-Cap,Technology,-6.11%,13.42%,72.45%,52.25%,6.96%,124.44%,3.68%
INTZ,Intrusion Inc.,38233712,2.04,-6.41%,Software - Infrastructure,1202602,,40187712,Nano-Cap,Technology,-18.35%,438.40%,65.78%,172.50%,-29.11%,-56.31%,
ORKT,Orangekloud Technology Inc.,16093189,0.69,-5.12%,Software - Application,842845,,16063980,Nano-Cap,Technology,-80.32%,-62.56%,,-90.27%,-75.83%,,
DTSS,Datasea Inc.,14528350,2.14,3.38%,Software - Infrastructure,199906,,14962865,Nano-Cap,Technology,-5.96%,-3.30%,-25.99%,-13.87%,-10.48%,23.27%,-93.17%
DATS,"DatChat, Inc.",20878272,4.91,-1.11%,Software - Application,766568,,16348929,Nano-Cap,Technology,16.43%,185.06%,220.00%,287.50%,178.65%,251.77%,
MLGO,MicroAlgo Inc.,15956544,1.47,-8.13%,Software - Infrastructure,770475,,-26639665,Nano-Cap,Technology,-11.72%,-17.09%,-96.86%,-76.33%,-60.09%,-98.78%,
BLBX,Blackboxstocks Inc.,15673163,4.00,-27.54%,Software - Application,4331503,,15029788,Nano-Cap,Technology,189.01%,177.39%,133.90%,83.39%,150.91%,106.74%,-31.00%
RYDE,Ryde Group Ltd,13013463,0.49,-0.91%,Software - Application,44955,,10835918,Nano-Cap,Technology,3.71%,56.65%,-92.93%,-26.12%,7.61%,,
PET,Wag! Group Co.,13055232,0.26,-1.64%,Software - Application,65334,,24582232,Nano-Cap,Technology,-1.76%,19.18%,-78.85%,-68.02%,10.03%,-85.98%,
XTKG,"X3 Holdings Co., Ltd.",14168680,0.93,-9.90%,Software - Application,42190,0.00,19239656,Nano-Cap,Technology,4.05%,19.08%,-87.54%,-68.33%,10.75%,-94.75%,-99.99%
CISO,CISO Global Inc.,11940119,1.05,3.96%,Software - Infrastructure,33735,,24065923,Nano-Cap,Technology,-12.93%,-38.41%,69.75%,15.19%,-70.89%,-32.67%,
APCX,AppTech Payments Corp.,11945923,0.42,-3.61%,Software - Infrastructure,73190,,12629923,Nano-Cap,Technology,-9.08%,-27.62%,-60.54%,-44.60%,-16.92%,-71.76%,-49.16%
CYN,Cyngn Inc.,15075042,0.53,-3.69%,Software - Application,1777566,,12793082,Nano-Cap,Technology,-9.52%,17.32%,-90.60%,-84.50%,-35.21%,-95.64%,
RVYL,Ryvyl Inc.,11684384,1.50,-5.06%,Software - Infrastructure,74291,,-58127616,Nano-Cap,Technology,15.00%,19.60%,-14.57%,-27.43%,15.00%,-64.82%,
BNZI,"Banzai International, Inc.",7927656,1.59,-3.64%,Software - Application,2134764,,14339671,Nano-Cap,Technology,22.22%,-3.51%,-76.65%,-49.39%,7.84%,-97.95%,
UBXG,U-BX Technology Ltd.,9581250,2.97,2.06%,Software - Infrastructure,3501,,5463435,Nano-Cap,Technology,-13.61%,-9.03%,-97.83%,-52.60%,-13.35%,,
LIDR,"AEye, Inc.",16244405,1.05,-3.72%,Software - Infrastructure,1025470,,-5507595,Nano-Cap,Technology,-20.55%,-6.83%,-32.57%,-12.40%,-19.30%,-20.55%,
MFI,mF International Limited,9215209,0.72,3.58%,Software - Application,20064,,6273979,Nano-Cap,Technology,-6.78%,-0.66%,,-7.88%,3.56%,,
ELWS,"Earlyworks Co., Ltd",9317524,3.10,0.28%,Software - Application,18365,,7442736,Nano-Cap,Technology,4.90%,4.53%,34.60%,37.74%,10.82%,37.10%,
AMST,Amesite Inc.,13180563,3.30,,Software - Application,6758,,11645810,Nano-Cap,Technology,1.09%,-36.69%,27.87%,20.26%,-31.89%,48.74%,
JNVR,Janover Inc.,8347562,5.83,-1.32%,Software - Infrastructure,16004,,5606823,Nano-Cap,Technology,11.72%,8.80%,-4.03%,34.26%,21.73%,-25.38%,
IDAI,T Stamp Inc.,10258122,4.79,-4.81%,Software - Application,40737,,11478762,Nano-Cap,Technology,12.03%,-2.35%,-11.16%,54.63%,-62.03%,-77.03%,
VS,Versus Systems Inc.,7635281,2.87,3.24%,Software - Application,108474,,7164033,Nano-Cap,Technology,36.28%,27.52%,69.51%,,26.36%,40.55%,
GITS,"Global Interactive Technologies, Inc.",9003865,0.14,-17.30%,Software - Application,463674,,5713472,Nano-Cap,Technology,-17.43%,-32.37%,,,-31.00%,,
MRIN,Marin Software Incorporated,6632680,2.07,-1.90%,Software - Application,6060,,1863680,Nano-Cap,Technology,-1.43%,3.50%,-11.16%,-6.33%,-6.33%,-11.12%,-77.15%
FRGT,"Freight Technologies, Inc.",2927402,1.44,-1.28%,Software - Application,31125,,4442550,Nano-Cap,Technology,5.80%,-17.51%,-78.05%,-23.96%,-22.75%,-97.96%,-99.99%
ULY,Urgent.ly Inc.,5939857,0.48,9.09%,Software - Application,19582,0.00,43353857,Nano-Cap,Technology,-8.03%,-12.52%,-70.47%,-32.45%,-13.73%,-83.70%,
TGL,Treasure Global Inc.,6828678,0.21,-6.81%,Software - Application,1345343,0.10,6760416,Nano-Cap,Technology,14.90%,17.53%,-86.27%,-70.05%,29.99%,-97.06%,
FTFT,Future FinTech Group Inc.,5643320,0.28,1.72%,Software - Application,242750,,-13669247,Nano-Cap,Technology,-3.70%,-9.75%,-40.06%,-17.92%,-12.23%,-70.47%,-93.67%
VERB,"Verb Technology Company, Inc.",5869050,5.64,-4.45%,Software - Application,9626,0.04,-9422950,Nano-Cap,Technology,-0.68%,-3.82%,-71.62%,-45.32%,-11.46%,-78.03%,-99.95%
CETX,"Cemtrex, Inc.",4729315,2.68,0.19%,Software - Infrastructure,18863,,17696139,Nano-Cap,Technology,-13.59%,-20.06%,-99.44%,-74.12%,-7.61%,-99.97%,-100.00%
JTAI,Jet.AI Inc.,4490568,3.46,0.29%,Software - Application,66065,,5328959,Nano-Cap,Technology,-5.99%,-3.09%,-95.86%,-83.17%,-24.01%,-98.53%,
OBLG,"Oblong, Inc.",4018704,3.81,8.39%,Software - Application,30348,0.42,-1600296,Nano-Cap,Technology,-0.31%,-0.28%,-47.09%,-15.42%,-9.54%,-43.39%,-99.54%
IFBD,"Infobird Co., Ltd",4170650,2.10,-0.99%,Software - Application,3478,0.01,-5007494,Nano-Cap,Technology,-0.95%,-6.74%,-31.25%,8.29%,-7.52%,-44.41%,
SOPA,Society Pass Incorporated,4338370,1.15,-3.36%,Software - Application,100913,,1406001,Nano-Cap,Technology,34.16%,50.70%,-19.24%,9.51%,36.70%,-61.51%,
OLB,"The OLB Group, Inc.",3917295,1.90,4.40%,Software - Infrastructure,113791,,5256253,Nano-Cap,Technology,-4.21%,11.66%,-33.09%,-17.65%,-12.08%,-77.81%,-98.79%
AUUD,Auddia Inc.,2780100,0.49,-0.76%,Software - Application,78953,,-906699,Nano-Cap,Technology,4.03%,2.86%,-64.75%,-28.77%,-3.90%,-91.98%,
BCAN,Femto Technologies Inc.,2818087,4.20,-2.53%,Software - Application,10225,,-1221720,Nano-Cap,Technology,-2.05%,-45.57%,-56.23%,-46.91%,-45.91%,-99.49%,
MYSZ,"My Size, Inc.",2608469,2.12,2.42%,Software - Application,147555,,565469,Nano-Cap,Technology,-18.82%,-51.29%,-35.51%,14.37%,-51.52%,-45.98%,-99.66%
TAOP,Taoping Inc.,4265513,0.30,-5.84%,Software - Infrastructure,616249,0.29,12086822,Nano-Cap,Technology,2.74%,-21.85%,-52.50%,-36.53%,-24.53%,-61.79%,-99.33%
SGN,"Signing Day Sports, Inc.",1508744,1.87,-4.10%,Software - Application,23622,,1954121,Nano-Cap,Technology,-17.37%,-32.99%,-81.72%,-84.52%,-25.86%,-94.35%,
ATCH,"AtlasClear Holdings, Inc.",2455534,6.31,-0.32%,Software - Infrastructure,3588,,304131,Nano-Cap,Technology,-5.26%,-43.58%,-79.00%,-47.26%,-34.37%,-98.68%,
LYT,Lytus Technologies Holdings PTV. Ltd.,16561574,0.69,-1.74%,Software - Application,189103,1.03,15075831,Nano-Cap,Technology,4.04%,-36.19%,-63.69%,-69.82%,-20.14%,-89.87%,
